id,name,brand,barcode,category,serving_size,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,is_verified,created_by,created_at,name_tr,category_tr
337774b1-a209-4565-a5b7-bcbb46a1bc7b,Classic Egg Fried Rice,Worldwide Foods,4088600157955,protein,0.5 pack (125 g),144,3.4,26.6,2.3,1.4,0.5,179.0,true,,2026-02-14 19:33:25.276027+00,Klasik Yumurtalı Kızarmış Pilav,protein
3378c985-1f4f-409f-a501-e94efb657b89,Biscuits Nutella B-ready x15 gaufrettes fourrées,"Ferrero, Nutella B-ready",8000500223369,snacks,22 g (22),521,7.2,60.7,27.0,0.9,47.1,223.6,true,,2026-02-14 19:44:54.047852+00,Nutella dolgulu 15 adet B-ready bisküvi,atıştırmalıklar
337ba1e8-23f2-4c5b-a535-c4ffb40433f2,Ultimate Potato Mash with Cream & Butter,M&S,216395,dairy,100g,268,,,,,,0.0,true,,2026-02-14 19:25:21.686462+00,Kremalı ve Tereyağlı Mükemmel Patates Püresi,günlük
337e3b68-e406-4ce4-a646-d9831071c2b8,Mini boulettes au boeuf x 15 - sachet,"Marque Repère, Férial",3661112080648,protein,15 g,213,14.0,5.7,15.0,2.3,1.8,560.0,true,,2026-02-14 19:32:11.196206+00,15 adet mini dana köfte - paket,protein
3382804b-b863-4ee3-8876-61a630a120b5,Swiss Style Muesli,Crownfield,4056489825586,grains,1 serving (45 g),367,10.2,66.2,5.3,6.7,14.0,8.9,true,,2026-02-14 19:41:03.080367+00,İsviçre Usulü Müsli,tahıllar
33886bf7-75a2-430b-b6b9-c40cac677b2a,Smoked salmon slices,The Fishmonger,4061464862937,protein,50 g,224,23.8,0.2,14.2,,0.2,1240.0,true,,2026-02-14 19:34:45.632821+00,Füme somon dilimleri,protein
338b58a2-40c9-4c00-9579-8a8b1558239c,Raw Vitalise,Mockingbird,5060406462050,beverages,150ml,48,0.4,11.0,0.1,0.6,8.9,0.0,true,,2026-02-14 19:42:32.064855+00,Ham Canlandırıcı,içecekler
339234c1-356f-4cba-841d-fb20a0220f4d,Rare roast beef,Marks & Spencer,510882,protein,1 serving (100 g),134,28.6,0.2,2.1,0.6,0.2,0.0,true,,2026-02-14 19:31:56.124568+00,Az pişmiş dana rosto,protein
33929f5c-5586-4edb-9f10-86e64c94597d,BAGUET BREAD THAT HITS FLUTE ALL THE RIGHT NOTE WA,Waitrose,4565,grains,1 portion (100 g),255,8.9,50.9,1.3,2.5,3.5,0.0,true,,2026-02-14 19:38:29.417084+00,FLÜT ÇALMAK İÇİN TAM DOĞRU NOTAYI ÇALAN BAGET EKMEĞİ,tahıllar
3392b844-da36-49e9-8da7-ee2e71ddd262,Skyr Vanilla,Milbona,4056489118190,dairy,100 gram,54,8.8,4.1,0.2,0.1,3.3,40.0,true,,2026-02-14 19:36:50.689409+00,Skyr Vanilya,günlük
3395bf58-4284-40f6-92e5-2e7543af8039,100% jabłko,kubuš,5901067401548,beverages,100g,43,0.0,11.0,0.0,,11.0,0.0,true,,2026-02-14 19:42:24.898629+00,%100 elma,içecekler
3398b691-79c4-484d-a7af-24952c75844f,Yaourt nature 0% 12x125g,"Les Mousquetaires, Printiligne, Páturages, Sélection des Mousquetaires",3250390012467,dairy,125 g,39,4.2,5.6,0.0,0.0,4.5,48.0,true,,2026-02-14 19:37:43.332543+00,Yaourt nature 0% 12x125g,günlük
339b4f70-da8d-4cfc-8788-1b8bb2ab0a09,Cambell's chunky creamy chicken noodle soup,Campbell’s chunky,51000231772,other,480 ml (480 ml),96,3.1,7.5,5.8,0.6,1.3,358.0,true,,2026-02-14 19:28:50.830989+00,Campbell'ın iri parçalı kremalı tavuklu erişte çorbası,diğer
33a1e3cc-8c33-4fc0-a924-2f9482dbca29,Crumpet Thins,Warburtons,5010044010175,grains,32g,191,6.3,38.4,0.9,2.2,1.9,1470.0,true,,2026-02-14 19:38:02.340851+00,İnce Çörekler,tahıllar
33abb7e8-2557-4dc3-989b-7a57718eb1e2,Tarte à la Normande,Picard,3270160821488,protein,110g,255,3.5,41.0,8.3,1.3,24.0,24.0,true,,2026-02-14 19:33:25.276027+00,Normandiya usulü tart,protein
33b1aeaa-895c-434f-b4e1-cc8a6fd02574,Shrimps in Cocktailsauce,,4056489655107,protein,100g,283,6.4,7.2,25.4,,6.0,608.0,true,,2026-02-14 19:35:24.73258+00,Kokteyl soslu karides,protein
33b24a9c-f331-4dfa-9389-556f68b0c121,Moelleux goût choco-noisette,LU,7622210770714,snacks,50 g,398,5.2,60.0,14.2,6.9,22.0,102.0,true,,2026-02-14 19:44:44.845514+00,Çikolata-fındık aromalı yumuşak kek,atıştırmalıklar
33b332c5-fd6f-441d-83f2-53414cf18563,Mayonnaise de Dijon,Amora,8711200547982,protein,15 g (15 Gramme),648,1.2,1.6,70.0,0.5,1.5,720.0,true,,2026-02-14 19:33:18.904218+00,Dijon mayonezi,protein
33b49fd0-d9fc-4a26-9c04-15c230b0f942,Mini Nems Porc et Volaille,"Marque Repère, Pic'Express, Tables du Monde",3564700602706,protein,100g,217,6.0,27.0,9.3,1.4,2.8,560.0,true,,2026-02-14 19:34:34.95003+00,Mini Domuz ve Tavuklu Çin Böreği,protein
33c01e2b-c92a-4eb8-b736-7b7f33683de3,Captain Rondo goût vanille,"Lidl, Sondey",20627096,snacks,28 g,485,5.3,70.0,20.0,2.0,36.0,120.0,true,,2026-02-14 19:45:37.43189+00,Kaptan Rondo vanilya aromalı,atıştırmalıklar
33c3abbb-629f-49dd-acd6-2cc3cbb6f4e7,Sauce bolognaise bio 190g,Fiorini,3250392452063,protein,100g,86,4.4,6.1,3.2,2.2,5.0,440.0,true,,2026-02-14 19:32:00.573851+00,Organik Bolonez Sosu 190g,protein
33cd7786-cacb-4a85-9dc1-1ac6d7f129a5,Macaroni,Sainsbury's,1011289,grains,90 g,182,6.1,36.9,0.8,1.7,0.8,0.0,true,,2026-02-14 19:39:32.32152+00,Makarna,tahıllar
33d2b0ba-913c-4341-b76c-8acc09d9d997,Galettes au bon beurre bio,St Michel,3178530416541,snacks,6.5 g,455,7.9,73.0,14.0,2.6,27.0,364.0,true,,2026-02-14 19:33:18.904218+00,İyi organik tereyağıyla yapılmış krepler,atıştırmalıklar
33d84511-bc0b-45d6-8b5d-42e97028ce4b,Fruit Shoot Apple & Blackcurrant Juice Drink 8 x,,5010102105454,beverages,100g,5,0.0,0.8,0.0,,0.8,12.0,true,,2026-02-14 19:42:46.900516+00,Fruit Shoot Elma ve Frenk Üzümü Suyu İçeceği 8 x,içecekler
33d89601-ef0b-45b8-a99c-9ea09ee1575e,Bresaola,"Aia, Casino",8005153006086,protein,100g,160,34.0,0.0,2.7,,0.0,1680.0,true,,2026-02-14 19:32:28.162691+00,Bresaola,protein
33e0c24f-0df3-4011-a1b5-9cc61a90529c,Pudding,"Alpro,Danone",5411188091622,snacks,1 serving (125 g),95,3.1,14.7,2.3,1.5,11.8,56.0,true,,2026-02-14 19:44:38.61695+00,Puding,atıştırmalıklar
33e2e3ef-b9c7-47ce-ae7b-4759388fe35f,Caramel Choc Bar,Nomo,5010775200661,snacks,1 Bar (38 g),516,2.1,60.5,28.9,,39.5,84.2,true,,2026-02-14 19:33:25.276027+00,Karamelli Çikolata Barı,atıştırmalıklar
33e55ed2-4feb-43f6-a9ae-ad9486d78783,Graines de chia,Happy Bio,3273120027364,protein,100g,363,18.0,5.0,31.0,35.0,1.6,16.0,true,,2026-02-14 19:23:01.406022+00,Chia tohumları,protein
33ee7a6b-58e0-4714-92a8-09f82af5facc,Fourrés Chocolat au Lait,Bjorg,3229820181950,snacks,100g,486,7.5,67.0,20.0,3.8,30.0,208.0,true,,2026-02-14 19:44:44.845514+00,Sütlü Çikolata Dolgulu,atıştırmalıklar
33ef1bfd-55cb-4517-9a85-61a07a42f6ed,Drink energy,,8033903052182,beverages,250ml,4,0.0,0.0,0.0,0.0,0.0,96.0,true,,2026-02-14 19:27:00.540749+00,Enerji içeceği,içecekler
33f29192-37e0-4ca9-80f5-71567c4bc115,Mermelada de fresas de temporada,Hero,8410175032904,fruits,100g,219,0.6,53.0,0.1,1.5,50.0,0.0,true,,2026-02-14 19:22:03.687404+00,Mevsimlik çilek reçeli,meyveler
34024f51-40f5-40bc-a372-03d9c0168703,Medium Eggs,The Happy Egg Co,50378265,protein,2 eggs,131,12.6,0.5,9.0,,0.5,154.0,true,,2026-02-14 19:31:27.824166+00,Orta boy yumurtalar,protein
340a4a60-1ac2-4df4-a518-a9e7150cc73f,Surimi Sticks,Coraya,3276170012762,protein,100g,111,8.4,8.9,4.4,,2.7,551.0,true,,2026-02-14 19:33:03.208109+00,Surimi Çubukları,protein
340db95d-1154-4cbb-bd6c-ec62531b4818,Arrowroot biscuits,"Gerber,Nestlé",55000403146,snacks,10 g / 2 biscuits,400,6.0,80.0,10.0,0.0,20.0,100.0,true,,2026-02-14 19:28:55.443695+00,Ok kökü bisküvileri,atıştırmalıklar
340f49af-5709-4b96-a35b-fbdeead90c1c,Orange And Mango Juice,Tropicana,1210002010429,beverages,1 portion (150 ml),45,0.8,10.0,0.0,0.8,10.0,0.0,true,,2026-02-14 19:42:35.776669+00,Portakal ve Mango Suyu,içecekler
34136286-ee3a-4a4a-baac-c4b0f06e5e27,Kalkunfilet Naturell,NORTURA SA (PRIOR),7039610001506,protein,1 slice (13.75 g),107,22.0,1.9,1.2,,0.8,590.0,true,,2026-02-14 19:34:14.379625+00,Hindi filetosu (doğal),protein
341f484a-b8de-4061-8bb0-952c00f45ef4,Ginger Beer with Fiery Jamaican Root Ginger,Old Jamaica,5029578000200,beverages,1 serving (330 ml),18,0.0,4.4,0.0,,4.4,8.0,true,,2026-02-14 19:42:07.853773+00,Acı Jamaika Zencefili ile Zencefilli Bira,içecekler
342136c9-05e5-4985-a84c-0e3c9074f232,Pâte à tartiner choco-noisettes Bio,Go Nuts,3770008500082,protein,100g,674,12.4,25.2,56.6,6.9,10.6,4.0,true,,2026-02-14 19:33:50.34637+00,Organik çikolata-fındık ezmesi,protein
34228030-865b-4d2a-8187-556f07eb5d0f,Baked Pretzels Original Sea Salted,Penn State,5032439100070,snacks,1 portion (30 g),397,9.8,77.0,4.9,3.2,2.7,1000.0,true,,2026-02-14 19:37:59.74037+00,Fırında Pişmiş Orijinal Deniz Tuzlu Pretzel,atıştırmalıklar
34268d6b-cf3a-4898-b0d8-fd3f4c07cbba,Turkey gravy flavour crisps,Sainsbury’s,476614,protein,1 serving (30 g),493,5.3,50.7,28.0,9.3,1.7,420.0,true,,2026-02-14 19:34:01.865748+00,Hindi soslu cipsler,protein
34282147-5d17-469b-9823-29574106c91a,Natural Tahini,Al’fez,5010338300876,grains,100g,663,24.0,2.2,60.0,9.3,0.7,122.0,true,,2026-02-14 19:41:03.080367+00,Doğal Tahin,tahıllar
342dc74d-8808-4158-a690-11eb12071302,Emprésuré chocolat intense,Malo,3278690085646,dairy,125g,123,7.1,19.0,2.1,0.0,18.0,116.0,true,,2026-02-14 19:44:02.262981+00,yoğun çikolatalı çıtır,günlük
342df429-b0b7-4032-a1b9-c7107fdef408,Asia Noodles - Tom Kha Gai,Knorr,8710908972089,other,100g,86,1.9,1.3,3.1,0.4,0.8,430.0,true,,2026-02-14 19:28:50.830989+00,Asya Erişteleri - Tom Nerede?,diğer
343168de-480e-4569-bba1-83caafc8a610,Instant Oatmeal Cinnamon & Spice,Quaker,30000569757,grains,1 packet (43 g),372,9.3,74.4,5.8,7.0,20.9,628.0,true,,2026-02-14 19:41:09.442895+00,Hazır Yulaf Ezmesi Tarçın ve Baharat,tahıllar
3431db9a-af4e-4bc0-9b71-60f7475e06d1,WR Shortbread Fingers 200g,Waitrose,5000169032510,snacks,20g,509,6.0,60.8,26.5,1.4,14.9,252.0,true,,2026-02-14 19:45:25.480429+00,WR Kısa Bisküvi Parmakları 200g,atıştırmalıklar
34352639-6310-4ffd-b003-498179a8e2f3,Simply Delicious Muesli,Dorset Cereals,5018357012411,grains,45g,368,9.6,70.5,7.3,9.0,14.7,12.0,true,,2026-02-14 19:21:42.041408+00,Son Derece Lezzetli Müsli,tahıllar
3435cf51-2353-401e-880b-671f33014895,Červená čočka,DmBio,4066447717945,protein,100g,341,26.0,50.0,1.5,13.0,1.1,12.0,true,,2026-02-14 19:34:01.865748+00,Kırmızı mercimek,protein
3436d378-25c3-41b9-a034-ce51213049d7,Charlie Bingham Lasagne,Charlie Bigham's,5033665206864,grains,0.5 pack (345 g),159,8.5,11.1,8.7,0.8,2.1,234.0,true,,2026-02-14 19:38:33.7193+00,Charlie Bingham Lazanya,tahıllar
3437614e-770a-4aae-b071-cc5c27504ba6,Bastoncini,Findus,8057018221035,protein,100g,213,13.0,21.0,8.3,0.9,0.5,344.0,true,,2026-02-14 19:32:53.168204+00,Çubuklar,protein
3437a17a-584a-41e0-bd50-b51bc004d3c8,Cod Fillet Fish Fingers,Asda,5057172134298,protein,100g,192,13.0,15.0,8.4,,0.9,204.0,true,,2026-02-14 19:33:13.828135+00,Morina Filetosu Balık Parmakları,protein
343d4c13-e4ff-4f9f-a435-f35594a5c45b,Cheese Dip with Breadsticks,"The Laughing Cow,Bel",3073780810661,dairy,1 serving (35 g),263,10.6,25.4,13.1,1.1,5.4,1120.0,true,,2026-02-14 19:36:38.434398+00,Peynir Sosu ve Ekmek Çubukları,günlük
343efafe-ee87-46c5-ae77-12032bf7b0e8,WieRäucherlaxx,Gutfried,4003171043377,protein,100g,66,3.0,8.2,1.7,3.0,3.2,600.0,true,,2026-02-14 19:33:03.208109+00,Tütsü gibi,protein
3440dfe7-239b-4def-8ba2-768bc3899f9a,Extra Dark 85% Cocoa,"Fin Carré,Lidl",4056489366461,snacks,100g,588,10.5,21.2,48.1,,12.8,8.0,true,,2026-02-14 19:44:02.262981+00,Ekstra Bitter %85 Kakao,atıştırmalıklar
34454160-bdfc-41fe-a5df-b9d66db856eb,Risotto Tradition,Riso Gallo S.p.A.,8001420003406,protein,100g,348,6.9,77.3,1.0,1.0,0.2,0.0,true,,2026-02-14 19:40:00.9937+00,Risotto Geleneği,protein
344cc3ff-5c67-47d1-8457-93e512d2d7c0,Cookies Haselnusscreme & Schokolade,"Lidl,Sondey,Merba",20452735,snacks,1 serving (25 g),517,6.0,59.6,27.7,3.2,40.4,248.0,true,,2026-02-14 19:44:34.622421+00,Fındıklı Kremalı ve Çikolatalı Kurabiyeler,atıştırmalıklar
344ed235-b58b-4647-ba40-1a0cb111017a,White Rolls Sourdough,Tesco Finest,5059697753800,grains,85.0g,234,8.1,45.3,1.6,3.0,2.9,0.0,true,,2026-02-14 19:38:29.417084+00,Beyaz Ekmek Ekşi Mayalı,tahıllar
344f9610-3a58-491a-a2b5-d06fb7455741,Organic Sweet Cream Slated Butter,Restaurant Item,36800137134,dairy,14.000000000000002g,5050,0.0,0.0,561.0,0.0,0.0,4.6,true,,2026-02-14 19:22:02.130722+00,Organik Tatlı Krema Tuzlu Tereyağı,günlük
34540054-c3c5-45cf-8fcb-704a94224db8,Salmon fille,Lidl,4056489438410,protein,100g,257,22.3,0.0,17.5,0.0,0.0,108.0,true,,2026-02-14 19:33:13.828135+00,Somon kızı,protein
34572147-d3e8-4ccc-9e55-0f054ab184b3,Fibras Avena y Nueces,"Activia, Danone",8410500020071,dairy,100g,115,3.8,14.5,3.9,1.8,13.3,40.0,true,,2026-02-14 19:37:24.58444+00,Yulaf ve Kuruyemiş Lifi,günlük
3457ffb9-449a-414a-97c4-b6145e65d5c2,Glico Mikado & Go - Chocolat au lait,"LU, Mikado",3017760628198,snacks,1 portion (39 g),477,7.7,67.0,19.0,2.8,34.0,334.0,true,,2026-02-14 19:45:12.729269+00,Glico Mikado & Go - Çikolatalı süt,atıştırmalıklar
345ce681-f17a-4484-8ad0-c5a8886fa723,SMOKED TURKEY BREAST,Simply Nature,4099100087840,protein,1 slice (25 g),400,96.0,0.0,8.0,0.0,0.0,2080.0,true,,2026-02-14 19:34:14.379625+00,FÜME HİNDİ GÖĞSÜ,protein
3468eb1a-b9cb-46fd-8cbc-0308d7b0ce03,STARBUCKS coffee frappiccino,"Arla Foods, Starbucks",5711953024290,beverages,100g,25,1.2,4.2,0.5,0.0,4.0,15.4,true,,2026-02-14 19:43:08.655913+00,STARBUCKS kahve frappuccino,içecekler
346f2007-8692-49eb-a767-a08fe11c19fd,saveur fruit rouge ice tea,Lipton Ice tea,6111252422428,beverages,100g,25,0.0,,0.0,,6.0,27.0,true,,2026-02-14 19:20:30.87731+00,Kırmızı meyve aromalı buzlu çay,içecekler
346f7722-1977-486e-b10b-cbcc81a6f8d9,Beurre de cacahuètes crunchy,Whole Earth,5013665115557,fruits,100g,595,29.0,12.0,46.0,8.4,5.9,276.0,true,,2026-02-14 19:21:42.041408+00,Çıtır Fıstık Ezmesi,meyveler
34727721-d3f1-4d96-9628-04cdf9c0081a,Breaded Omega 3 Pollock Fillet Fish Fingers,Sainsbury’s,175470,protein,3 fingers (90 g),183,12.2,17.5,6.9,1.0,0.9,232.0,true,,2026-02-14 19:32:53.168204+00,Ekmek kırıntılarıyla kaplanmış Omega 3 içeren mezgit filetosu balık parmakları,protein
3472ad32-d2a4-4e53-ad53-bce8ed7d5207,Raisins,Sun-Maid,41143128701,snacks,1 Portion (40 g),300,2.5,77.5,0.0,5.0,65.0,25.0,true,,2026-02-14 19:23:21.103234+00,Kuru üzüm,atıştırmalıklar
3475b568-841f-4699-a221-485b4dde5e91,Country Crisp with Sun-Ripe Strawberries imp,Jordans,5010477300508,grains,100g,447,8.1,66.5,14.9,6.4,20.8,12.0,true,,2026-02-14 19:21:43.386748+00,Güneşte Olgunlaşmış Çilekli Köy Çıtırı,tahıllar
34779b4b-e9b1-4d10-88b7-6b845c1bd147,Vit Hit Perform Mango Passionfruit Matcha Tea Amino Acids 500ml,Vit Hit,5034033000008,beverages,1 serving (100 ml),5,0.0,0.6,0.0,0.0,0.6,4.0,true,,2026-02-14 19:43:23.510257+00,Vit Hit Perform Mango Çarkıfelek Meyvesi Matcha Çayı Amino Asitleri 500ml,içecekler
347bcdbf-4594-4538-b4a3-b96b95c53b6b,Soupe Chinoise,Wei Lih,4710199080368,other,100g,500,9.2,55.6,26.7,1.1,0.5,2200.0,true,,2026-02-14 19:28:46.350917+00,Çin Çorbası,diğer
347c0b08-47c6-4627-b708-7c51d1b0aa2b,Roasted Red and Yellow Peppers,Cooks & Co,5060016802888,protein,100g,23,1.5,2.2,0.5,2.3,2.1,680.0,true,,2026-02-14 19:34:01.865748+00,Kavrulmuş Kırmızı ve Sarı Biberler,protein
347e0182-0bbf-46a9-9770-7223471476ed,Orangensaft,Rio doro,4061458037877,beverages,100ml,44,0.7,9.6,0.1,,9.6,12.0,true,,2026-02-14 19:42:18.475066+00,Portakal suyu,içecekler
34842b17-0b25-4b4b-be34-5fee664e551a,Authentic Greek Yoghurt with Vanilla,M&S Collection,29308750,dairy,4 portions (125 g),139,5.0,9.2,8.4,3.5,8.6,59.0,true,,2026-02-14 19:35:53.766216+00,Vanilyalı Orijinal Yunan Yoğurdu,günlük
3485a1a1-d79a-43a6-9358-f6bc33c5e0fb,HERTA KNACKI Gourmande Saucisses Porc x4 - 280g,"Herta, Knacki",3154230033431,protein,70 g (1 saucisse.),260,12.0,1.2,23.0,0.5,1.0,714.0,true,,2026-02-14 19:34:18.019637+00,HERTA KNACKI Gourmande Domuz Sosisleri x4 - 280g,protein
348de895-f313-496f-950a-3cd62078a2d4,Notre mousse au chocolat,"Agrial, Eurial, Les 300 & Bio",3523230055246,dairy,100g,186,2.0,18.0,10.0,,18.0,40.0,true,,2026-02-14 19:44:38.61695+00,Çikolatalı musumuz,günlük
348ed906-6096-462c-9102-d1b25da4a0de,Chicken Flavor Ramen Express,,810037810042,other,100g,224,3.5,30.6,8.2,0.0,1.2,788.2,true,,2026-02-14 19:28:46.350917+00,Tavuk Aromalı Ramen Express,diğer
3490cb6c-32f5-475e-813d-4d3eb73ea587,Bio Carrot Juice,Solevita,4056489957263,beverages,100 ml,31,0.8,6.0,0.0,0.4,6.0,40.0,true,,2026-02-14 19:42:38.370005+00,Organik Havuç Suyu,içecekler
34953ab4-0d10-4298-8e51-d0f6345e1b82,Kit Kat Mini Double Matcha Biscuit,"Kit Kat,Nestle,ネスレ日本",4902201182201,snacks,11.3 g,558,,,,,,0.0,true,,2026-02-14 19:28:05.515481+00,Kit Kat Mini Çift Matcha Bisküvi,atıştırmalıklar
3497b171-e61e-47b0-83c2-a28073f6d0a0,AA drick,AA DRINK HIGH ENERGY,8722200962828,beverages,1 serving (100 g),41,0.0,9.9,0.0,,9.5,8.0,true,,2026-02-14 19:27:05.637594+00,AA içeceği,içecekler
349868e1-c00b-44c5-993a-a6d98972a836,Shredded Mexican Style Blend Cheese,Kirkland Signature,96619362776,dairy,1 serving (28.349 g),393,7.0,1.0,9.0,0.0,0.0,170.0,true,,2026-02-14 19:36:40.6709+00,Rendelenmiş Meksika Usulü Karışım Peynir,günlük
34991f09-b47c-40dd-8763-38d1f40d8ae9,WATERMELON WITH ALOE,okf,8809041428925,beverages,100g,41,0.0,10.0,0.0,0.0,9.0,0.0,true,,2026-02-14 19:42:46.900516+00,ALOE VERALI KARPUZ,içecekler
349d510f-2e97-4c43-a7ff-477b79240385,Oak Smoked Dry Cured Streaky Bacon Rashers,Sainsbury's,1785784,protein,31g,337,31.0,1.0,23.1,,0.5,450.0,true,,2026-02-14 19:34:26.639338+00,Meşe Odununda Tütsülenmiş Kuru Kürlenmiş Çizgili Domuz Pastırması Dilimleri,protein
349f94c1-c146-4e1f-ac09-e78cde41a499,Mature Cheddar & Chive,Tyrell's,5060042641437,snacks,30 g,505,7.5,52.9,27.8,6.5,3.6,153.3,true,,2026-02-14 19:45:39.810719+00,Olgun Çedar ve Frenk Soğanı,atıştırmalıklar
34a01ef2-7e7b-4e15-8b04-8f5000af864d,Sourcream,,852440002508,dairy,100g,200,3.3,6.7,16.7,,3.3,50.0,true,,2026-02-14 19:25:21.686462+00,Ekşi krema,günlük
34a86c7c-bf05-4151-aee2-26ed2b30fac2,Grissini Nature Vita Vigor,"VITAVIGOR, Vita Vigor",8007900000255,snacks,100g,396,12.0,74.0,5.0,3.5,2.5,120.0,true,,2026-02-14 19:38:15.218027+00,Nature Vita Vigor Ekmek Çubukları,atıştırmalıklar
34b0e34d-3904-4e22-a1c1-c2e976348a64,Beurre de cacahuète Crunchy,Rapunzel,4006040000563,fruits,100g,640,24.0,11.0,54.0,6.5,5.9,396.0,true,,2026-02-14 19:22:03.687404+00,Çıtır Fıstık Ezmesi,meyveler
34b179fe-4648-4a51-82e2-4673fd0189b4,Orange flavour,Oshee,5908260257262,beverages,100g,20,0.0,4.6,0.0,,4.5,36.0,true,,2026-02-14 19:22:54.999822+00,Portakal aromalı,içecekler
34b34f48-4eab-4957-ae57-89ea78301f4f,Riso cherry,Muller,42374688,grains,200,108,3.0,18.9,2.2,,13.0,0.0,true,,2026-02-14 19:40:26.38005+00,Kiraz pirinci,tahıllar
34b653a3-eee4-494b-8fcb-469c51864fdc,Peanut,m&m's,40111445,snacks,45 g,524,9.8,59.0,26.0,,53.0,44.0,true,,2026-02-14 19:43:55.470008+00,Fıstık,atıştırmalıklar
34ba934f-1fd8-4a2f-a20f-626c7770a4ae,Petit Beurre au chocolat Honduras,"Naturaplan,Coop",7613413563470,snacks,28 g,511,7.7,56.0,27.0,6.4,28.0,164.0,true,,2026-02-14 19:28:01.947428+00,Petit Beurre çikolatası Honduras,atıştırmalıklar
34c34585-9a69-4176-8035-d0c8b0ddae31,Epic Mature cheddar flavour,violife,5202390021640,dairy,1 Serving (30 g),303,1.3,20.0,24.0,,0.3,28800.0,true,,2026-02-14 19:36:34.997133+00,Muhteşem Olgun Çedar Lezzeti,günlük
34cb610d-2bc7-4033-a89a-d2df71dbefba,Arrabbiata,Combino,20300623,grains,400 ml,49,1.3,5.4,2.1,1.6,4.8,320.0,true,,2026-02-14 19:38:37.750199+00,Sinirli,tahıllar
34d07909-5861-4371-9540-83567bde4162,Barilla Bavette,"Barilla norge, Fach 2",8076800195132,grains,100 g,359,13.0,71.0,2.0,3.0,3.5,4.0,true,,2026-02-14 19:38:44.453226+00,Barilla Bavette,tahıllar
34d2a794-bb7b-44ac-8fe8-c3f0d669720a,Steel Cut Oats,Wegmans Organic,77890449981,grains,1 f food contributes to a daily diet. (40 g),375,12.5,67.5,6.3,10.0,0.0,0.0,true,,2026-02-14 19:41:26.232661+00,Çelik Kesim Yulaf,tahıllar
34dbd5f0-e339-4e32-8f1c-1ae76ac5b352,Buttersoft,By sainsbury's,1465204,vegetables,2 tsp (10 g),720,0.0,5.0,79.0,5.0,5.0,390.0,true,,2026-02-14 19:20:56.21668+00,Tereyağlı yumuşak,sebze
34dee4ce-30bd-432c-bf83-aa19f6a32ea5,High Protein Strawberry Drink,Milbona,4056489862024,dairy,1 bottle (331 g),66,10.6,5.4,0.2,,5.1,47.0,true,,2026-02-14 19:37:37.684482+00,Yüksek Proteinli Çilek İçeceği,günlük
34e172c9-a2b2-42eb-99f2-95c58e3f63a8,Sablé de Retz Le Véritable,St Michel,3023470010017,snacks,6 g,459,7.5,76.0,13.0,3.8,27.0,244.0,true,,2026-02-14 19:45:08.671078+00,Sablé de Retz Gerçek Olan,atıştırmalıklar
34e2279d-a32e-40f8-b9bd-a15cc9098487,Rooibos ice tea,Bos,6009881007645,beverages,100g,20,0.0,5.0,0.0,,4.7,4.0,true,,2026-02-14 19:43:29.083363+00,Rooibos buzlu çayı,içecekler
34e302a0-fd2b-4eaa-a1d4-55a03d34ce4a,Omega 3 fish fingers,Tesco,5051790009976,protein,90g (3 fish fingers),181,12.4,17.2,6.6,1.3,0.8,212.0,true,,2026-02-14 19:32:47.216121+00,Omega 3 balık parmakları,protein
34e3d947-71fb-41f1-8f8b-762949d6b764,Royco Velouté,Royco,3036815424424,vegetables,100g,32,5.0,5.5,0.7,0.6,1.4,296.0,true,,2026-02-14 19:23:21.103234+00,Royco Velouté,sebze
34e49808-4491-4d1f-9786-8a338005c028,Strong white bread flour,Asda,21058523,grains,100g,348,12.0,70.0,1.7,3.3,0.5,4.0,true,,2026-02-14 19:38:26.734533+00,Güçlü beyaz ekmek unu,tahıllar
34eefb80-5fdf-4c34-956a-9d793cf27915,NOODLE NOODLES & ORIGINAL FLAVOURED SOUP BASE,SAPPORO ICHIBAN,76186010003,other,1 package (100 g),470,10.0,,20.0,4.0,0.0,1870.0,true,,2026-02-14 19:28:44.185835+00,ERİŞTE VE ÖZEL AROMALI ÇORBA BAZI,diğer
34f02218-51bb-42e3-b286-e92b2e761a97,Choco Leibniz - Dark,Bahlsen,4017100287343,snacks,7.14 biscuits (100 g),507,6.4,59.0,26.0,5.2,36.0,177.0,true,,2026-02-14 19:27:56.541631+00,Çikolata Leibniz - Bitter,atıştırmalıklar
34fa4371-e40c-4d5c-8f10-8a523b578769,Sweet Chilli Chicken,Heck,5060317354901,protein,52g,153,21.0,6.2,5.0,,2.7,600.0,true,,2026-02-14 19:31:35.222444+00,Tatlı Acılı Tavuk,protein
3501ca06-9808-4c0f-ac47-30c6709c491a,whey protein bar mint chocolate chip,,817719021185,protein,100g,413,34.8,30.4,17.4,,17.4,434.8,true,,2026-02-14 19:24:24.01332+00,peynir altı suyu protein barı nane çikolata parçacıklı,protein
3502b6a8-02b4-4132-bdcb-205eb00d89a8,Campbell's Cream of Chicken Condensed Soup,Campbell's,63211197549,protein,100g,97,2.2,6.8,6.8,,0.8,440.0,true,,2026-02-14 19:31:27.824166+00,Campbell's Kremalı Tavuklu Konserve Çorba,protein
